candidate,party,criminal_cases,education,age,myneta_url
Prakash.G,Naam Tamilar Katchi,2,10th Pass,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=552
Ramesh.M,Namathu Kongu Munnetra Kalagam,0,Post Graduate,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2831
Sami Kandhasamy,IND,1,12th Pass,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2833
Subbulakshmi Jegadeesan,DMK,7,Graduate,73,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1880
Thangaraj.D,Amma Makkal Munnettra Kazagam,0,8th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1878
Vijayakumar.M,IND,0,Others,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=551
"Jayakumar, S.",AIADMK,0,Others,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=586
"Balamurugan, M.",IND,0,Others,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2847
"Balasubramani, V. M.",IND,0,5th Pass,63,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2846
"Devendaramanickam, S. R.",IND,0,Post Graduate,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2844
"Dhakshinamurthi, K. S.",Desiya Makkal Sakthi Katchi,0,Graduate Professional,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=588
"Gopalakrishnan, J.",IND,0,Others,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2841
"Jeeva, N.",IND,0,10th Pass,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2851
"Jothimurugan, P.",IND,0,8th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2852
Kkc Balu,DMK,3,Graduate Professional,59,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=587
"Krishnan, S.",IND,0,8th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2840
"Kulandaivel, P. R.",DMDK,0,Illiterate,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1979
"Loganathan, C.",Naam Tamilar Katchi,0,Others,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=585
"Myilsamy, M.",IND,0,Graduate Professional,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2848
"Nandhakumar, C. K.",Makkal Needhi Maiam,7,Others,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2835
"Prabakaran, D.",All India Jananayaka Makkal Kazhagam,0,10th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2836
"Ramesh, M.",Namathu Kongu Munnetra Kalagam,0,Post Graduate,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2837
"Sathishkumar, N.",IND,1,8th Pass,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2843
Shankarsamy,IND,0,5th Pass,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2842
"Thambi, M.",BSP,0,12th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1980
Thoppu Venkatachalam Alias N.D .Venkatachalam,IND,0,Graduate,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2845
"Velusamy, P.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,Illiterate,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2838
"Venkadachalam, P. R.",IND,0,10th Pass,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2850
"Venkatachalam, K.",IND,0,Literate,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2849
Karuppanan.K.C,AIADMK,0,10th Pass,64,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=371
Abdul Kadher.A,IND,0,12th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=372
Ammasai.K,Kongu Desa Marumalarchi Makkal Katchi,0,12th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2854
Appichi.T.K,IND,0,8th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2857
Durairaj.K.P,DMK,2,12th Pass,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=369
Gopal.M,BSP,0,8th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2853
Karthikeyan.P,IND,0,Graduate,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2858
Perumal.V.M,IND,0,5th Pass,67,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=370
Sadhanandham.K,Makkal Needhi Maiam,0,10th Pass,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=869
Satheesh Kumar.P,IND,0,10th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2859
Sathya.M,Naam Tamilar Katchi,1,Others,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2855
Stanley.G,IND,0,10th Pass,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=373
Venkatachalam.A.G,DMK,9,10th Pass,61,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=801
Anbalagan.K,IND,1,10th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2861
Bakkiyam.M,India Dravida Makkal Munnetra Katchi,0,Post Graduate,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=800
Geetha.M,IND,0,Graduate Professional,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=357
Gurunathan.M,Makkal Needhi Maiam,0,5th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=802
Karthikeyan.R,IND,0,Post Graduate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=803
Kumarasamy.R,IND,0,12th Pass,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=797
Muthusamy.M,IND,0,10th Pass,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2865
Pattan.G,BSP,0,Illiterate,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=265
Poornachandran.S,IND,1,Post Graduate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2863
Prathaban.A,Ahimsa Socialist Party,0,5th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=804
Rajendran.K,Ganasangam Party of India,0,5th Pass,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2860
Saravanan.M,Naam Tamilar Katchi,0,Graduate,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=805
Selvam.S.R,Amma Makkal Munnettra Kazagam,0,8th Pass,67,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=799
Senguttuvan.M.R,IND,0,10th Pass,67,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=264
Shanmugam.K,IND,0,Illiterate,64,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2862
Shanmugavel.K.S,AIADMK,0,10th Pass,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=65
Thangavel.M,IND,0,Graduate,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=798
Sengottaiyan K.A,AIADMK,0,10th Pass,73,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=416
Boopathiraja A.N,IND,1,8th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1064
Devaraj N,IND,0,12th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1066
Dhanabal K,IND,0,5th Pass,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1070
Junayath M,IND,0,8th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2870
Kumar D,IND,0,8th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=414
Manimaran G.V,DMK,0,8th Pass,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2866
Mohanraj K,IND,0,8th Pass,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1062
Muthumani P,IND,0,Graduate,70,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1073
Palanisamyraaj M,IND,0,10th Pass,67,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=415
Prakash N.K,Makkal Needhi Maiam,0,10th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1072
Rakkimuthu Ranganadar R,IND,0,Illiterate,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2869
Sakthivel G,India Dravida Makkal Munnetra Katchi,0,10th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2867
Sankarkumar K.A,IND,0,Post Graduate,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1074
Seethalakshmi M.K,Naam Tamilar Katchi,2,Post Graduate,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2868
Selvakkumar S,IND,0,Literate,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1065
Thulasimani N.K,Amma Makkal Munnettra Kazagam,0,5th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1068
A.Bannari,AIADMK,0,Graduate,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=876
G.Sakthivel,BSP,0,8th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=875
Karthikkumar.K,Makkal Needhi Maiam,0,12th Pass,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2871
P.L Sundaram,CPI,5,8th Pass,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=873
Ramesh.G,DMDK,0,8th Pass,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1845
V.Sangeetha,Naam Tamilar Katchi,0,12th Pass,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=874
Manikannan A J,DMK,4,10th Pass,56,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2089
Chinnaiyan S,Makkal Needhi Maiam,0,5th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3749
Deepa,IND,0,8th Pass,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3754
Dhanapal P,LJP,0,8th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3750
K.G.P.Rajamani,Amma Makkal Munnettra Kazagam,0,Graduate,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3747
Kathirvel M,IND,0,5th Pass,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3753
Kumar A,Indhia Kudiarasu Katchi,1,10th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3748
Kumaraguru R,AIADMK,1,10th Pass,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=745
Mani R,IND,0,10th Pass,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3755
Manikannan M,IND,0,5th Pass,64,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3756
Pushbamary L,Naam Tamilar Katchi,0,5th Pass,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3751
Rajamani K,IND,0,10th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3752
Rajastalin K,IND,0,Graduate,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3757
Sathiyamoorthy,BSP,0,Graduate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=744
Venkatesan M,CPI(ML)(L),0,Graduate,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2088
Karthikeyan K,DMK,34,Graduate Professional,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=611
Guru K,IND,0,5th Pass,56,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3764
Karthik G,IND,0,Post Graduate,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3763
Murugan K,IND,0,Graduate Professional,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3767
Narayanan A,Anna MGR Dravida Makkal Kalgam,0,Graduate,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3760
Prabhu S,Amma Makkal Munnettra Kazagam,0,Graduate Professional,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=610
Radhakrishnan K,Makkal Munnetra Peravai,0,8th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3761
Santhosh A,AIADMK,0,Graduate Professional,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=612
Shanmugasundaram K,Makkal Needhi Maiam,0,5th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3758
Suresh Manivannan R,Naam Tamilar Katchi,0,Graduate Professional,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=613
Tamilvanan M,My India Party,1,Graduate,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3759
Veeran S,BSP,0,5th Pass,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2000
Venkatraman J,Naadaalum Makkal Katchi,0,Post Graduate,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3762
Udhayasuriyan T,DMK,38,Graduate,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2011
Arul P,IND,0,Graduate Professional,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3773
Arunkennadi A P,All India Pattali Munnetra Katchi,0,10th Pass,56,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3768
Babuganesh S,IND,0,Graduate Professional,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3778
Dhanam K,IND,0,Illiterate,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3777
Dr.Raja G,Pattali Makkal Katchi,0,Post Graduate,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2010
Gopinath E,IND,0,8th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3776
Jayaprakash K,IND,2,Graduate,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3781
Kubendiran A,IND,0,12th Pass,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3775
Mujibur Ragiman M,All India Majlis-E-Ittehadul Muslimeen,0,10th Pass,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3770
Oviyar Anandh C,LJP,2,Others,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3769
Rajiyama B,Naam Tamilar Katchi,1,Illiterate,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=627
Rajkumar E,IND,0,12th Pass,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3780
Ramesh G,Indiya Jananayaka Katchi,0,Graduate,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3771
Sakthivel S,BSP,0,Others,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2009
Uthayakumar A,IND,0,Graduate Professional,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3774
A . Vetriazhagan,DMK,0,Post Graduate,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1783
A . Ajith Kumar,IND,0,Post Graduate,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=24
A.Palanivel,BSP,0,5th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=321
A.S.Kumar,IND,0,8th Pass,64,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1784
C.A.Ashok Kumar,IND,0,Post Graduate,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1775
C.Mohan,IND,0,8th Pass,58,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1781
C.Raghul,IND,0,10th Pass,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=344
D.Subamangalam,DMDK,0,10th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1773
G.Iyanar,IND,0,Graduate Professional,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1772
J.C.D.Prabhakar,AIADMK,0,Graduate Professional,68,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=322
Jagadesh Jayakumar,Valamaana Tamizhagam Katchi,0,12th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1778
L.Govindaraj,Nam India Naam Indiyar Katchi,0,Graduate Professional,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=320
M .Jalal,IND,0,8th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1782
M.Gunasekaran,IND,0,Post Graduate,59,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1776
M.Murali Vinodh,IND,1,Graduate Professional,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1771
R.Sridar,Naam Tamilar Katchi,0,Graduate Professional,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=323
S.Baskar,IND,3,5th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1780
S.Chandrika,IND,0,Post Graduate,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1785
S.Kandasamy,IND,0,10th Pass,56,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=23
Sriharan,Makkal Needhi Maiam,0,Graduate Professional,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1779
Syed Rayhan,IND,0,Graduate Professional,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1774
Senthilkumar.M,AIADMK,0,12th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=450
Ayyasamy.M,Indiya Jananayaka Katchi,0,8th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1143
Devimangayarkarasi.K,IND,0,Doctorate,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1144
Dinesh.M,My India Party,0,Others,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1142
Dravidamuthamilselvi.D,Naam Tamilar Katchi,0,Post Graduate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=449
Elaiyaperumal.K,IND,0,10th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1141
Gurusamy.M,IND,0,10th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3783
Kuppusamy.K,IND,0,5th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3786
Manirathinem.K.I,INC,4,Doctorate,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1145
Palanisamy.A,IND,0,10th Pass,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3785
Prabu.C,IND,0,Post Graduate,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3782
Selvaraj.M,IND,0,Others,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3784
Sivakumar.S,IND,0,Others,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3788
Subramaniyan.P,IND,0,8th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3789
Vijayakumar.N,DMDK,0,Graduate Professional,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1140
A.Abrahamlincon,IND,0,Graduate,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4261
Ali Mohamed,IND,0,Graduate,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=758
B Raji,IND,0,Post Graduate,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=760
B.Valarmathi,AIADMK,0,10th Pass,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=345
C Saravanan,IND,0,Graduate,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4264
Dr.R.Karthikeyan,Naam Tamilar Katchi,0,Post Graduate,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=239
E.Anbarasu,IND,0,10th Pass,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4259
G Kamalakannan,Tamil Nadu Ilangyar Katchi,0,Post Graduate,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4254
K Saravanan,IND,0,10th Pass,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4263
M Anbarasu,IND,0,8th Pass,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=759
M Mohammed Thameem Ansari,SDPI,0,10th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=757
M.Ashok Kumar,IND,0,12th Pass,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4260
M.Valarmathi,IND,0,5th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4267
N.Raja,Desiya Makkal Sakthi Katchi,0,Post Graduate,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4253
Nithyanandham S,IND,1,8th Pass,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4266
P.Sathiyaraj,IND,0,10th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4262
S.Anbarasu,IND,0,10th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=761
Sarathbabu,Makkal Needhi Maiam,0,Graduate Professional,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4255
Subashree,Anaithu Makkal Arasiyal Katchi,0,Graduate,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4256
C.V.M.P. Ezhailzrasan,DMK,5,Graduate Professional,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=453
B. Gopinath,Makkal Needhi Maiam,0,Post Graduate,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1149
D.Gnanamoorthy,IND,0,5th Pass,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1147
J. Jayaraj,IND,0,12th Pass,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1150
K. Prabakaran,BSP,0,Graduate Professional,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=95
L. Arulnathan,IND,1,Graduate Professional,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2409
M. Meganathan,New Generation Peoples Party,0,8th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1152
M.Elangovan,IND,0,10th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1148
P. Ezhilarasan,IND,0,8th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1146
P. Magesh Kumar,Pattali Makkal Katchi,0,Graduate,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1154
R. Vinothraj,IND,0,10th Pass,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1151
S. Saldin,Naam Tamilar Katchi,0,Graduate Professional,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2407
S. Srinivasan,IND,0,10th Pass,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2410
T. Magesh,IND,0,5th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2411
Selvaperunthagai,INC,3,Graduate Professional,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2028
Devarajan,IND,0,Graduate Professional,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2417
Leena,IND,0,10th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2419
Lokesh,Desiya Makkal Sakthi Katchi,0,Graduate,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2414
Palani,AIADMK,0,5th Pass,59,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=650
Parthiban,IND,0,Graduate,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2418
Perumal,Amma Makkal Munnettra Kazagam,0,Graduate,63,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2413
Pushparaj,Naam Tamilar Katchi,0,Post Graduate,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=649
Saroja,IND,0,Literate,68,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2415
Sudhakar,IND,0,12th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2416
Thanigaivel,Makkal Needhi Maiam,0,Post Graduate,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2412
Vairamuthu,IND,10,10th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2422
Vasanthi,IND,0,12th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2420
Vedhagiri,IND,0,5th Pass,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2421
Vinoth,BSP,0,10th Pass,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2029
Sundar K,DMK,3,Graduate,66,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=749
Arokiasamy.J,IND,0,10th Pass,69,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2428
Chinnaswamy.T,IND,0,8th Pass,81,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2432
Gunasekar.V,IND,0,10th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2429
Jaisudha.V,RPI(A),0,Graduate Professional,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2427
Jayabalan.E,IND,0,10th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2438
Jayaraman.C.A,IND,0,Post Graduate,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2439
Jeevanantham.D,IND,0,10th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2437
Kamacthi.S,Naam Tamilar Katchi,0,8th Pass,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2423
Ponnambalam.R,IND,0,10th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2435
Ranjithkumar.R.V,Amma Makkal Munnettra Kazagam,0,Graduate,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2426
Saravanan.A,IND,0,5th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2430
Sivakumar.A,Desiya Makkal Sakthi Katchi,0,Post Graduate,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2424
Sivalingam.M,IND,0,5th Pass,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2431
Somasundaram V,AIADMK,0,Graduate Professional,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=748
Suresh D,BSP,0,10th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=747
Thangaraj.K,IND,0,12th Pass,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2433
Thalavai Sundaram N.,AIADMK,1,Graduate Professional,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=77
Augustin A.,IND,0,Others,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1195
Austin S.,DMK,10,Post Graduate,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1194
Chelliah Pillai I.,IND,0,10th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2874
Makesh N.,IND,0,8th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1196
Manickavasagam Pillai Na.,IND,0,Graduate,72,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2876
