candidate,party,criminal_cases,education,age,total_assets,liabilities,2021_constituency,2021_district,myneta_url,total_assets_rs,liabilities_rs,sitting_MLA,bye_election,const_off
M.Gunasekaran,IND,0,Post Graduate,59,,,VILLIVAKKAM,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1776,,,0,0,Villivakkam
M.Murali Vinodh,IND,1,Graduate Professional,38,"Rs 10,14,099 ~ 10 Lacs+",Rs 0 ~,VILLIVAKKAM,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1771,1014099,0,0,0,Villivakkam
R.Sridar,Naam Tamilar Katchi,0,Graduate Professional,49,"Rs 81,04,434 ~ 81 Lacs+",Rs 0 ~,VILLIVAKKAM,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=323,8104434,0,0,0,Villivakkam
S. Raju Bharathi,Desiya Makkal Sakthi Katchi,0,Graduate,63,,,VILLIVAKKAM,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1777,,,0,0,Villivakkam
S.Baskar,IND,3,5th Pass,32,"Rs 3,42,000 ~ 3 Lacs+",Rs 0 ~,VILLIVAKKAM,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1780,342000,0,0,0,Villivakkam
S.Chandrika,IND,0,Post Graduate,51,"Rs 1,92,000 ~ 1 Lacs+",Rs 0 ~,VILLIVAKKAM,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1785,192000,0,0,0,Villivakkam
S.Kandasamy,IND,0,10th Pass,56,,,VILLIVAKKAM,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=23,,,0,0,Villivakkam
Sriharan,Makkal Needhi Maiam,0,Graduate Professional,30,"Rs 1,82,10,921 ~ 1 Crore+","Rs 44,87,398 ~ 44 Lacs+",VILLIVAKKAM,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1779,18210921,4487398,0,0,Villivakkam
Syed Rayhan,IND,0,Graduate Professional,50,"Rs 34,92,000 ~ 34 Lacs+","Rs 2,46,000 ~ 2 Lacs+",VILLIVAKKAM,CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1774,3492000,246000,0,0,Villivakkam
Senthilkumar.M,AIADMK,0,12th Pass,43,"Rs 54,91,198 ~ 54 Lacs+","Rs 10,84,359 ~ 10 Lacs+",KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=450,5491198,1084359,1,0,Kallakurichi (SC)
Ayyasamy.M,Indiya Jananayaka Katchi,0,8th Pass,40,"Rs 2,45,000 ~ 2 Lacs+","Rs 1,60,000 ~ 1 Lacs+",KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1143,245000,160000,0,0,Kallakurichi (SC)
Devimangayarkarasi.K,IND,0,Doctorate,40,"Rs 2,58,500 ~ 2 Lacs+",Rs 0 ~,KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1144,258500,0,0,0,Kallakurichi (SC)
Dinesh.M,My India Party,0,Others,44,,,KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1142,,,0,0,Kallakurichi (SC)
Dravidamuthamilselvi.D,Naam Tamilar Katchi,0,Post Graduate,37,"Rs 19,28,726 ~ 19 Lacs+",Rs 0 ~,KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=449,1928726,0,0,0,Kallakurichi (SC)
Elaiyaperumal.K,IND,0,10th Pass,45,"Rs 29,67,700 ~ 29 Lacs+","Rs 13,00,000 ~ 13 Lacs+",KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1141,2967700,1300000,0,0,Kallakurichi (SC)
Gurusamy.M,IND,0,10th Pass,42,,,KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3783,,,0,0,Kallakurichi (SC)
Kuppusamy.K,IND,0,5th Pass,45,"Rs 4,01,000 ~ 4 Lacs+",Rs 0 ~,KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3786,401000,0,0,0,Kallakurichi (SC)
Manirathinem.K.I,INC,4,Doctorate,62,"Rs 6,36,25,033 ~ 6 Crore+",Rs 0 ~,KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1145,63625033,0,0,0,Kallakurichi (SC)
Oviyar Ananth,LJP,2,10th Pass,40,,,KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3787,,,0,0,Kallakurichi (SC)
Palanisamy.A,IND,0,10th Pass,50,"Rs 81,000 ~ 81 Thou+",Rs 0 ~,KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3785,81000,0,0,0,Kallakurichi (SC)
Prabu.C,IND,0,Post Graduate,38,"Rs 2,92,000 ~ 2 Lacs+",Rs 0 ~,KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3782,292000,0,0,0,Kallakurichi (SC)
Selvaraj.M,IND,0,Others,52,,,KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3784,,,0,0,Kallakurichi (SC)
Sivakumar.S,IND,0,Others,37,"Rs 4,10,000 ~ 4 Lacs+",Rs 0 ~,KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3788,410000,0,0,0,Kallakurichi (SC)
Subramaniyan.P,IND,0,8th Pass,38,,,KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3789,,,0,0,Kallakurichi (SC)
Vijayakumar.N,DMDK,0,Graduate Professional,39,"Rs 6,37,500 ~ 6 Lacs+",Rs 0 ~,KALLAKURICHI (SC),KALLAKURICHI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1140,637500,0,0,0,Kallakurichi (SC)
A.Abrahamlincon,IND,0,Graduate,36,"Rs 31,632 ~ 31 Thou+",Rs 0 ~,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4261,31632,0,0,0,Alandur
Ali Mohamed,IND,0,Graduate,46,"Rs 6,10,000 ~ 6 Lacs+",Rs 0 ~,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=758,610000,0,0,0,Alandur
B Raji,IND,0,Post Graduate,30,,,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=760,,,0,0,Alandur
B.Valarmathi,AIADMK,0,10th Pass,62,"Rs 6,96,13,315 ~ 6 Crore+",Rs 0 ~,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=345,69613315,0,0,0,Alandur
C Saravanan,IND,0,Graduate,41,"Rs 33,33,000 ~ 33 Lacs+",Rs 0 ~,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4264,3333000,0,0,0,Alandur
Dr.R.Karthikeyan,Naam Tamilar Katchi,0,Post Graduate,33,,,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=239,,,0,0,Alandur
E.Anbarasu,IND,0,10th Pass,55,"Rs 55,26,128 ~ 55 Lacs+","Rs 59,25,632 ~ 59 Lacs+",ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4259,5526128,5925632,0,0,Alandur
G Kamalakannan,Tamil Nadu Ilangyar Katchi,0,Post Graduate,34,"Rs 30,21,363 ~ 30 Lacs+",Rs 0 ~,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4254,3021363,0,0,0,Alandur
J.Vincent,RPI(A),0,Others,36,,,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4258,,,0,0,Alandur
K Saravanan,IND,0,10th Pass,29,"Rs 46,000 ~ 46 Thou+",Rs 0 ~,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4263,46000,0,0,0,Alandur
M Anbarasu,IND,0,8th Pass,36,"Rs 2,88,000 ~ 2 Lacs+",Rs 0 ~,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=759,288000,0,0,0,Alandur
M Mohammed Thameem Ansari,SDPI,0,10th Pass,39,,,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=757,,,0,0,Alandur
M.Ashok Kumar,IND,0,12th Pass,34,"Rs 6,85,916 ~ 6 Lacs+",Rs 0 ~,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4260,685916,0,0,0,Alandur
M.Valarmathi,IND,0,5th Pass,41,"Rs 3,22,000 ~ 3 Lacs+",Rs 0 ~,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4267,322000,0,0,0,Alandur
N.Raja,Desiya Makkal Sakthi Katchi,0,Post Graduate,36,,,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4253,,,0,0,Alandur
Nithyanandham S,IND,1,8th Pass,35,"Rs 44,000 ~ 44 Thou+",Rs 0 ~,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4266,44000,0,0,0,Alandur
P.Sathiyaraj,IND,0,10th Pass,32,"Rs 4,03,949 ~ 4 Lacs+",Rs 0 ~,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4262,403949,0,0,0,Alandur
Rajesh Chinnadurai,National Democratic Party of South India,0,Post Graduate,33,,,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4257,,,0,0,Alandur
S.Anbarasu,IND,0,10th Pass,43,"Rs 48,000 ~ 48 Thou+",Rs 0 ~,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=761,48000,0,0,0,Alandur
Sarathbabu,Makkal Needhi Maiam,0,Graduate Professional,42,"Rs 61,63,612 ~ 61 Lacs+","Rs 24,03,000 ~ 24 Lacs+",ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4255,6163612,2403000,0,0,Alandur
Subashree,Anaithu Makkal Arasiyal Katchi,0,Graduate,40,,,ALANDUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4256,,,0,0,Alandur
C.V.M.P. Ezhailzrasan,DMK,5,Graduate Professional,49,"Rs 7,14,55,672 ~ 7 Crore+","Rs 24,45,200 ~ 24 Lacs+",KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=453,71455672,2445200,1,0,Kancheepuram
B. Gopinath,Makkal Needhi Maiam,0,Post Graduate,38,"Rs 3,11,77,943 ~ 3 Crore+","Rs 29,38,722 ~ 29 Lacs+",KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1149,31177943,2938722,0,0,Kancheepuram
D.Gnanamoorthy,IND,0,5th Pass,51,,,KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1147,,,0,0,Kancheepuram
J. Jayaraj,IND,0,12th Pass,36,"Rs 1,78,000 ~ 1 Lacs+",Rs 0 ~,KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1150,178000,0,0,0,Kancheepuram
K. Prabakaran,BSP,0,Graduate Professional,32,"Rs 4,39,000 ~ 4 Lacs+","Rs 45,000 ~ 45 Thou+",KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=95,439000,45000,0,0,Kancheepuram
L. Arulnathan,IND,1,Graduate Professional,39,,,KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2409,,,0,0,Kancheepuram
M. Meganathan,New Generation Peoples Party,0,8th Pass,40,"Rs 70,000 ~ 70 Thou+","Rs 4,00,000 ~ 4 Lacs+",KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1152,70000,400000,0,0,Kancheepuram
M.Elangovan,IND,0,10th Pass,37,"Rs 21,709 ~ 21 Thou+",Rs 0 ~,KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1148,21709,0,0,0,Kancheepuram
N. Manogaran,Amma Makkal Munnettra Kazagam,0,Graduate,42,,,KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2408,,,0,0,Kancheepuram
P. Ezhilarasan,IND,0,8th Pass,45,"Rs 70,000 ~ 70 Thou+",Rs 0 ~,KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1146,70000,0,0,0,Kancheepuram
P. Magesh Kumar,Pattali Makkal Katchi,0,Graduate,41,"Rs 73,50,000 ~ 73 Lacs+","Rs 30,00,000 ~ 30 Lacs+",KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1154,7350000,3000000,0,0,Kancheepuram
R. Vinothraj,IND,0,10th Pass,33,,,KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1151,,,0,0,Kancheepuram
S. Saldin,Naam Tamilar Katchi,0,Graduate Professional,43,"Rs 3,56,12,872 ~ 3 Crore+","Rs 25,35,873 ~ 25 Lacs+",KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2407,35612872,2535873,0,0,Kancheepuram
S. Srinivasan,IND,0,10th Pass,31,"Rs 81,554 ~ 81 Thou+",Rs 0 ~,KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2410,81554,0,0,0,Kancheepuram
T. Magesh,IND,0,5th Pass,38,,,KANCHEEPURAM,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2411,,,0,0,Kancheepuram
Selvaperunthagai,INC,3,Graduate Professional,60,,,SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2028,,,1,0,Sriperumbudur (SC)
Devarajan,IND,0,Graduate Professional,41,"Rs 4,74,000 ~ 4 Lacs+",Rs 0 ~,SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2417,474000,0,0,0,Sriperumbudur (SC)
Leena,IND,0,10th Pass,39,"Rs 1,60,46,986 ~ 1 Crore+","Rs 49,75,302 ~ 49 Lacs+",SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2419,16046986,4975302,0,0,Sriperumbudur (SC)
Lokesh,Desiya Makkal Sakthi Katchi,0,Graduate,28,,,SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2414,,,0,0,Sriperumbudur (SC)
Palani,AIADMK,0,5th Pass,59,"Rs 1,78,12,310 ~ 1 Crore+","Rs 26,75,000 ~ 26 Lacs+",SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=650,17812310,2675000,0,0,Sriperumbudur (SC)
Parthiban,IND,0,Graduate,38,"Rs 2,07,000 ~ 2 Lacs+",Rs 0 ~,SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2418,207000,0,0,0,Sriperumbudur (SC)
Perumal,Amma Makkal Munnettra Kazagam,0,Graduate,63,,,SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2413,,,0,0,Sriperumbudur (SC)
Pushparaj,Naam Tamilar Katchi,0,Post Graduate,45,"Rs 44,19,800 ~ 44 Lacs+",Rs 0 ~,SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=649,4419800,0,0,0,Sriperumbudur (SC)
Saroja,IND,0,Literate,68,"Rs 14,000 ~ 14 Thou+",Rs 0 ~,SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2415,14000,0,0,0,Sriperumbudur (SC)
Sudhakar,IND,0,12th Pass,41,"Rs 43,10,000 ~ 43 Lacs+","Rs 7,00,000 ~ 7 Lacs+",SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2416,4310000,700000,0,0,Sriperumbudur (SC)
Thanigaivel,Makkal Needhi Maiam,0,Post Graduate,43,"Rs 71,02,000 ~ 71 Lacs+","Rs 7,00,000 ~ 7 Lacs+",SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2412,7102000,700000,0,0,Sriperumbudur (SC)
Vairamuthu,IND,10,10th Pass,43,,,SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2422,,,0,0,Sriperumbudur (SC)
Vasanthi,IND,0,12th Pass,38,"Rs 58,48,000 ~ 58 Lacs+",Rs 0 ~,SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2420,5848000,0,0,0,Sriperumbudur (SC)
Vedhagiri,IND,0,5th Pass,51,"Rs 62,600 ~ 62 Thou+",Rs 0 ~,SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2421,62600,0,0,0,Sriperumbudur (SC)
Vinoth,BSP,0,10th Pass,34,,,SRIPERUMBUDUR (SC),KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2029,,,0,0,Sriperumbudur (SC)
Sundar K,DMK,3,Graduate,66,"Rs 3,15,57,810 ~ 3 Crore+",Rs 0 ~,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=749,31557810,0,1,0,Uthiramerur
Arokiasamy.J,IND,0,10th Pass,69,"Rs 79,95,000 ~ 79 Lacs+","Rs 2,95,000 ~ 2 Lacs+",UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2428,7995000,295000,0,0,Uthiramerur
Chinnaswamy.T,IND,0,8th Pass,81,"Rs 2,09,98,930 ~ 2 Crore+","Rs 14,47,358 ~ 14 Lacs+",UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2432,20998930,1447358,0,0,Uthiramerur
Gunasekar.V,IND,0,10th Pass,32,,,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2429,,,0,0,Uthiramerur
Jaisudha.V,RPI(A),0,Graduate Professional,34,"Rs 18,500 ~ 18 Thou+",Rs 0 ~,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2427,18500,0,0,0,Uthiramerur
Jayabalan.E,IND,0,10th Pass,42,"Rs 3,22,000 ~ 3 Lacs+",Rs 0 ~,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2438,322000,0,0,0,Uthiramerur
Jayaraman.C.A,IND,0,Post Graduate,38,,,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2439,,,0,0,Uthiramerur
Jeevanantham.D,IND,0,10th Pass,40,"Rs 5,00,500 ~ 5 Lacs+",Rs 0 ~,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2437,500500,0,0,0,Uthiramerur
Kamacthi.S,Naam Tamilar Katchi,0,8th Pass,47,"Rs 11,75,000 ~ 11 Lacs+","Rs 2,50,000 ~ 2 Lacs+",UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2423,1175000,250000,0,0,Uthiramerur
Madhavaraj.K.V,IND,1,12th Pass,53,,,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2436,,,0,0,Uthiramerur
Ponnambalam.R,IND,0,10th Pass,46,"Rs 15,11,000 ~ 15 Lacs+",Rs 0 ~,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2435,1511000,0,0,0,Uthiramerur
Ranjithkumar.R.V,Amma Makkal Munnettra Kazagam,0,Graduate,45,"Rs 4,62,48,520 ~ 4 Crore+","Rs 22,30,000 ~ 22 Lacs+",UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2426,46248520,2230000,0,0,Uthiramerur
Saravanan.A,IND,0,5th Pass,43,,,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2430,,,0,0,Uthiramerur
Sivakumar.A,Desiya Makkal Sakthi Katchi,0,Post Graduate,39,"Rs 37,49,101 ~ 37 Lacs+",Rs 0 ~,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2424,3749101,0,0,0,Uthiramerur
Sivalingam.M,IND,0,5th Pass,36,"Rs 11,000 ~ 11 Thou+",Rs 0 ~,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2431,11000,0,0,0,Uthiramerur
Somasundaram V,AIADMK,0,Graduate Professional,55,,,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=748,,,0,0,Uthiramerur
Suresh D,BSP,0,10th Pass,40,"Rs 2,31,500 ~ 2 Lacs+","Rs 90,000 ~ 90 Thou+",UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=747,231500,90000,0,0,Uthiramerur
Susaiappar.A,Makkal Needhi Maiam,0,8th Pass,49,,,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2425,,,0,0,Uthiramerur
Thangaraj.K,IND,0,12th Pass,26,"Rs 1,48,551 ~ 1 Lacs+",Rs 0 ~,UTHIRAMERUR,KANCHEEPURAM,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2433,148551,0,0,0,Uthiramerur
Thalavai Sundaram N.,AIADMK,1,Graduate Professional,62,,,KANNIYAKUMARI,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=77,,,1,0,Kanniyakumari
Augustin A.,IND,0,Others,26,"Rs 26,000 ~ 26 Thou+",Rs 0 ~,KANNIYAKUMARI,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1195,26000,0,0,0,Kanniyakumari
Austin S.,DMK,10,Post Graduate,62,"Rs 1,02,42,398 ~ 1 Crore+","Rs 17,00,150 ~ 17 Lacs+",KANNIYAKUMARI,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1194,10242398,1700150,0,0,Kanniyakumari
Chelliah Pillai I.,IND,0,10th Pass,42,,,KANNIYAKUMARI,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2874,,,0,0,Kanniyakumari
Makesh N.,IND,0,8th Pass,43,"Rs 33,92,037 ~ 33 Lacs+",Rs 0 ~,KANNIYAKUMARI,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1196,3392037,0,0,0,Kanniyakumari
Manickavasagam Pillai Na.,IND,0,Graduate,72,"Rs 2,35,116 ~ 2 Lacs+","Rs 26,000 ~ 26 Thou+",KANNIYAKUMARI,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2876,235116,26000,0,0,Kanniyakumari
Sasikala R.,Naam Tamilar Katchi,0,12th Pass,39,,,KANNIYAKUMARI,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1198,,,0,0,Kanniyakumari
Selvakumar P.T.,Makkal Needhi Maiam,0,Graduate Professional,55,"Rs 5,89,29,215 ~ 5 Crore+","Rs 62,25,000 ~ 62 Lacs+",KANNIYAKUMARI,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1199,58929215,6225000,0,0,Kanniyakumari
Senthil Murugan P.,Amma Makkal Munnettra Kazagam,1,Graduate Professional,39,"Rs 3,63,75,000 ~ 3 Crore+","Rs 98,00,000 ~ 98 Lacs+",KANNIYAKUMARI,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1200,36375000,9800000,0,0,Kanniyakumari
Subash S.,IND,0,10th Pass,39,,,KANNIYAKUMARI,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2873,,,0,0,Kanniyakumari
Sundara Nathan Y.,IND,0,10th Pass,46,"Rs 2,00,000 ~ 2 Lacs+",Rs 0 ~,KANNIYAKUMARI,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2872,200000,0,0,0,Kanniyakumari
Sutharman C.J.,BSP,0,Graduate Professional,35,"Rs 9,72,223 ~ 9 Lacs+","Rs 1,61,000 ~ 1 Lacs+",KANNIYAKUMARI,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1197,972223,161000,0,0,Kanniyakumari
Thanu Neelan S.,IND,0,12th Pass,27,"Rs 80,300 ~ 80 Thou+",Rs 0 ~,KANNIYAKUMARI,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2875,80300,0,0,0,Kanniyakumari
Gandhi M R,BJP,0,Graduate,76,"Rs 50,50,000 ~ 50 Lacs+",Rs 0 ~,NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1901,5050000,0,1,0,Nagercoil
Ammu Anto I,Amma Makkal Munnettra Kazagam,0,Others,41,"Rs 2,75,58,000 ~ 2 Crore+","Rs 73,25,096 ~ 73 Lacs+",NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1900,27558000,7325096,0,0,Nagercoil
Balasivanesan J,IND,1,Post Graduate,66,"Rs 52,00,000 ~ 52 Lacs+","Rs 7,00,000 ~ 7 Lacs+",NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2882,5200000,700000,0,0,Nagercoil
Gandhi L,IND,0,10th Pass,56,,,NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2880,,,0,0,Nagercoil
