candidate,party,criminal_cases,education,age,total_assets,liabilities,2021_constituency,2021_district,myneta_url,total_assets_rs,liabilities_rs,sitting_MLA,bye_election,const_off
Gandhiraj C,IND,0,12th Pass,42,"Rs 49,39,000 ~ 49 Lacs+","Rs 35,00,000 ~ 35 Lacs+",NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2881,4939000,3500000,0,0,Nagercoil
Kannan M,IND,3,10th Pass,34,,,NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2879,,,0,0,Nagercoil
Mahizhchi P,IND,0,Graduate Professional,50,"Rs 2,07,53,524 ~ 2 Crore+","Rs 55,00,000 ~ 55 Lacs+",NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2884,20753524,5500000,0,0,Nagercoil
Maria Jacob Stani Raja S,Makkal Needhi Maiam,0,Post Graduate,29,"Rs 56,99,097 ~ 56 Lacs+","Rs 21,09,727 ~ 21 Lacs+",NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1905,5699097,2109727,0,0,Nagercoil
Pravin Raj P,IND,0,Graduate Professional,35,,,NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2883,,,0,0,Nagercoil
Rathinam A T,IND,0,10th Pass,82,"Rs 53,00,000 ~ 53 Lacs+",Rs 0 ~,NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2885,5300000,0,0,0,Nagercoil
Satheesh Kumar D,Anaithu Makkal Arasiyal Katchi,0,10th Pass,35,"Rs 3,50,000 ~ 3 Lacs+","Rs 2,00,000 ~ 2 Lacs+",NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2877,350000,200000,0,0,Nagercoil
Sunil Kumar S,Anaithu Makkal Puratchi Katchi,0,8th Pass,46,,,NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1902,,,0,0,Nagercoil
Suresh Rajan N,DMK,12,Post Graduate,58,"Rs 4,42,32,540 ~ 4 Crore+","Rs 47,36,179 ~ 47 Lacs+",NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1903,44232540,4736179,0,0,Nagercoil
Usha P,IND,0,Graduate Professional,38,"Rs 19,23,517 ~ 19 Lacs+","Rs 3,75,000 ~ 3 Lacs+",NAGERCOIL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2878,1923517,375000,0,0,Nagercoil
Prince J G,INC,73,Post Graduate,64,"Rs 68,72,055 ~ 68 Lacs+",Rs 0 ~,COLACHAL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=956,6872055,0,1,0,Colachel
Anish K.M,BSP,0,Graduate,26,"Rs 2,09,000 ~ 2 Lacs+",Rs 0 ~,COLACHAL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2886,209000,0,0,0,Colachel
Anthony Muthu S M,CPI(ML)(L),4,Post Graduate,57,"Rs 18,65,000 ~ 18 Lacs+",Rs 0 ~,COLACHAL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=964,1865000,0,0,0,Colachel
Antony Aslin J,Naam Tamilar Katchi,0,Graduate,39,,,COLACHAL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=381,,,0,0,Colachel
Krishnakumar A,Anaithu Makkal Puratchi Katchi,0,10th Pass,37,"Rs 1,03,800 ~ 1 Lacs+",Rs 0 ~,COLACHAL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2887,103800,0,0,0,Colachel
Lathis Mary S,Makkal Needhi Maiam,1,Literate,40,"Rs 1,89,500 ~ 1 Lacs+","Rs 6,80,000 ~ 6 Lacs+",COLACHAL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=957,189500,680000,0,0,Colachel
Mary Stella R,CPI(ML) Red Star,4,10th Pass,50,,,COLACHAL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=962,,,0,0,Colachel
Mohammed Ali S,All India Jananayaka Makkal Kazhagam,0,Post Graduate,51,"Rs 7,08,300 ~ 7 Lacs+",Rs 0 ~,COLACHAL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2888,708300,0,0,0,Colachel
Raja C,SHS,0,10th Pass,52,,,COLACHAL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=960,,,0,0,Colachel
Ramesh P,BJP,8,Post Graduate,54,"Rs 50,95,385 ~ 50 Lacs+","Rs 6,32,000 ~ 6 Lacs+",COLACHAL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=963,5095385,632000,0,0,Colachel
Sivakumar M,DMDK,0,Graduate Professional,43,"Rs 1,28,29,476 ~ 1 Crore+","Rs 28,03,779 ~ 28 Lacs+",COLACHAL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=958,12829476,2803779,0,0,Colachel
Vijayakumar R,IND,4,10th Pass,32,,,COLACHAL,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=961,,,0,0,Colachel
"Mano Thangaraj, T.",DMK,29,Post Graduate,53,"Rs 23,39,869 ~ 23 Lacs+","Rs 8,09,103 ~ 8 Lacs+",PADMANABHAPURAM,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=216,2339869,809103,1,0,Padmanabhapuram
"Anchalose, Y.",IND,0,12th Pass,57,"Rs 14,80,251 ~ 14 Lacs+",Rs 0 ~,PADMANABHAPURAM,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2893,1480251,0,0,0,Padmanabhapuram
"Glory Selvi, T.",IND,0,10th Pass,45,"Rs 64,06,000 ~ 64 Lacs+",Rs 0 ~,PADMANABHAPURAM,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2894,6406000,0,0,0,Padmanabhapuram
"Jenkins, D.",Amma Makkal Munnettra Kazagam,0,Others,54,,,PADMANABHAPURAM,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2891,,,0,0,Padmanabhapuram
"Jeyaraj, M.",Makkal Needhi Maiam,0,12th Pass,43,"Rs 44,89,106 ~ 44 Lacs+","Rs 17,00,000 ~ 17 Lacs+",PADMANABHAPURAM,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2892,4489106,1700000,0,0,Padmanabhapuram
"John Thankam, D.",AIADMK,3,Graduate,52,"Rs 8,03,71,894 ~ 8 Crore+","Rs 85,47,817 ~ 85 Lacs+",PADMANABHAPURAM,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2889,80371894,8547817,0,0,Padmanabhapuram
"Latha, P.",BSP,0,10th Pass,40,,,PADMANABHAPURAM,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1929,,,0,0,Padmanabhapuram
"Mathan, F.",IND,0,12th Pass,51,"Rs 23,25,000 ~ 23 Lacs+","Rs 5,70,000 ~ 5 Lacs+",PADMANABHAPURAM,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2896,2325000,570000,0,0,Padmanabhapuram
"Nagarajan, M.",IND,0,10th Pass,36,,,PADMANABHAPURAM,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2895,,,0,0,Padmanabhapuram
"Robert Singh, I.",IND,0,12th Pass,53,"Rs 13,000 ~ 13 Thou+",Rs 0 ~,PADMANABHAPURAM,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2897,13000,0,0,0,Padmanabhapuram
Seelan,Naam Tamilar Katchi,0,Graduate Professional,35,"Rs 72,87,598 ~ 72 Lacs+","Rs 67,000 ~ 67 Thou+",PADMANABHAPURAM,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2890,7287598,67000,0,0,Padmanabhapuram
"Syedali, A.",IND,0,12th Pass,45,,,PADMANABHAPURAM,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=564,,,0,0,Padmanabhapuram
Vijayadharani S,INC,8,Graduate Professional,51,"Rs 9,11,53,377 ~ 9 Crore+","Rs 2,19,00,000 ~ 2 Crore+",VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2106,91153377,21900000,0,0,Vilavancode
Amose S,IND,0,10th Pass,68,"Rs 33,17,975 ~ 33 Lacs+",Rs 0 ~,VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2902,3317975,0,0,0,Vilavancode
Iden Soni L,DMDK,2,Graduate Professional,45,"Rs 2,00,00,000 ~ 2 Crore+","Rs 7,00,000 ~ 7 Lacs+",VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2105,20000000,700000,0,0,Vilavancode
Jayaseelan R,BJP,2,Post Graduate,56,,,VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2107,,,0,0,Vilavancode
Mariaselvan Y,IND,2,12th Pass,49,"Rs 1,35,000 ~ 1 Lacs+",Rs 0 ~,VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2905,135000,0,0,0,Vilavancode
Mary Adlin,Naam Tamilar Katchi,0,Post Graduate,28,"Rs 71,650 ~ 71 Thou+",Rs 0 ~,VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2898,71650,0,0,0,Vilavancode
Mohan Kumar M,IND,0,5th Pass,58,,,VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2906,,,0,0,Vilavancode
Raja Murrugan K H,IND,1,Graduate Professional,30,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2907,10000,0,0,0,Vilavancode
Rajakumar R,Makkal Needhi Maiam,1,Post Graduate,45,"Rs 13,59,300 ~ 13 Lacs+",Rs 0 ~,VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2899,1359300,0,0,0,Vilavancode
Rajesh Kumar S,National Democratic Party of South India,0,10th Pass,27,,,VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2900,,,0,0,Vilavancode
Samuel George Kalai Arasar,IND,8,Graduate Professional,58,"Rs 2,62,54,425 ~ 2 Crore+","Rs 2,00,00,000 ~ 2 Crore+",VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2904,26254425,20000000,0,0,Vilavancode
Satheesh S,IND,1,10th Pass,31,"Rs 15,08,028 ~ 15 Lacs+",Rs 0 ~,VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2903,1508028,0,0,0,Vilavancode
Vasantheeswaran E,Ulaga Makkal Katchi,0,8th Pass,49,,,VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2901,,,0,0,Vilavancode
Vijayakumar P,IND,0,Graduate,40,"Rs 17,69,003 ~ 17 Lacs+",Rs 0 ~,VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2908,1769003,0,0,0,Vilavancode
Wilson G,SHS,0,10th Pass,49,,,VILAVANCODE,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2104,,,0,0,Vilavancode
Sivakumar.P,DMK,15,Post Graduate,55,,,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1556,,,1,0,Thiru Vi Ka Nagar (SC)
Bagavath Singh.M,BSP,0,8th Pass,60,"Rs 1,97,000 ~ 1 Lacs+",Rs 0 ~,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1561,197000,0,0,0,Thiru Vi Ka Nagar (SC)
Birlabose.M,IND,0,8th Pass,48,"Rs 31,81,963 ~ 31 Lacs+","Rs 20,000 ~ 20 Thou+",THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1796,3181963,20000,0,0,Thiru Vi Ka Nagar (SC)
Dr.R.Illavanji,Naam Tamilar Katchi,0,Graduate Professional,44,,,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1558,,,0,0,Thiru Vi Ka Nagar (SC)
Govindaraj.G,IND,0,5th Pass,60,"Rs 81,80,201 ~ 81 Lacs+","Rs 35,000 ~ 35 Thou+",THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1798,8180201,35000,0,0,Thiru Vi Ka Nagar (SC)
Kalyani.K,IND,0,Illiterate,43,"Rs 3,16,000 ~ 3 Lacs+",Rs 0 ~,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1787,316000,0,0,0,Thiru Vi Ka Nagar (SC)
Kalyani.P.L,AIADMK,0,10th Pass,55,,,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1559,,,0,0,Thiru Vi Ka Nagar (SC)
Kolanji.M,IND,0,Literate,49,"Rs 7,500 ~ 7 Thou+",Rs 0 ~,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1799,7500,0,0,0,Thiru Vi Ka Nagar (SC)
Malathi.S,IND,0,5th Pass,36,"Rs 3,45,500 ~ 3 Lacs+",Rs 0 ~,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1793,345500,0,0,0,Thiru Vi Ka Nagar (SC)
Obath.S,Makkal Needhi Maiam,0,Graduate Professional,31,,,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1557,,,0,0,Thiru Vi Ka Nagar (SC)
Prabhakaran.K,Makkalatchi Katchi,0,Post Graduate,37,"Rs 1,96,500 ~ 1 Lacs+","Rs 52,800 ~ 52 Thou+",THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1794,196500,52800,0,0,Thiru Vi Ka Nagar (SC)
Premkumar.G,IND,0,10th Pass,42,"Rs 2,15,000 ~ 2 Lacs+",Rs 0 ~,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1789,215000,0,0,0,Thiru Vi Ka Nagar (SC)
Ramesh Babu.M,IND,0,Graduate Professional,39,,,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1790,,,0,0,Thiru Vi Ka Nagar (SC)
Ranganathan.M,IND,0,5th Pass,34,"Rs 4,87,500 ~ 4 Lacs+",Rs 0 ~,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1788,487500,0,0,0,Thiru Vi Ka Nagar (SC)
Raviparaiyanar.D,RPI(A),0,10th Pass,44,"Rs 28,82,000 ~ 28 Lacs+","Rs 5,00,000 ~ 5 Lacs+",THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1791,2882000,500000,0,0,Thiru Vi Ka Nagar (SC)
S. Ravikumar,Republican Party of India (Sivaraj),0,5th Pass,39,,,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1801,,,0,0,Thiru Vi Ka Nagar (SC)
Santhanu.S,IND,0,Graduate Professional,33,"Rs 2,76,032 ~ 2 Lacs+","Rs 43,919 ~ 43 Thou+",THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1797,276032,43919,0,0,Thiru Vi Ka Nagar (SC)
Sekar.E,IND,0,10th Pass,51,"Rs 88,821 ~ 88 Thou+","Rs 65,854 ~ 65 Thou+",THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1795,88821,65854,0,0,Thiru Vi Ka Nagar (SC)
Sekar.M.P,DMDK,0,5th Pass,40,,,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1560,,,0,0,Thiru Vi Ka Nagar (SC)
Selvakumar.A,IND,0,Not Given,44,"Rs 12,72,825 ~ 12 Lacs+",Rs 0 ~,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=662,1272825,0,0,0,Thiru Vi Ka Nagar (SC)
Sihamani.G,IND,0,Graduate,51,"Rs 90,500 ~ 90 Thou+",Rs 0 ~,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1792,90500,0,0,0,Thiru Vi Ka Nagar (SC)
Sundar.G,IND,0,10th Pass,42,"Rs 1,85,000 ~ 1 Lacs+",Rs 0 ~,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=661,185000,0,0,0,Thiru Vi Ka Nagar (SC)
Udaya Chandran .R,IND,0,10th Pass,27,"Rs 1,52,000 ~ 1 Lacs+",Rs 0 ~,THIRU-VI-KA-NAGAR (SC),CHENNAI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1786,152000,0,0,0,Thiru Vi Ka Nagar (SC)
Rajesh Kumar S,INC,52,Post Graduate,46,"Rs 2,10,18,347 ~ 2 Crore+","Rs 24,85,000 ~ 24 Lacs+",KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1267,21018347,2485000,1,0,Killiyoor
Anchalose R,IND,0,Graduate,61,"Rs 50,10,000 ~ 50 Lacs+","Rs 1,25,000 ~ 1 Lacs+",KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1268,5010000,125000,0,0,Killiyoor
Antony A,All India Samathuva Makhal Katchi,0,8th Pass,32,"Rs 10,60,000 ~ 10 Lacs+",Rs 0 ~,KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1266,1060000,0,0,0,Killiyoor
Jayaraj E,Tamil Nadu Ilangyar Katchi,0,Graduate,39,,,KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2911,,,0,0,Killiyoor
John Benadict G,IND,0,Graduate Professional,42,"Rs 40,16,000 ~ 40 Lacs+",Rs 0 ~,KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2913,4016000,0,0,0,Killiyoor
Jude Dev K.V,AIADMK,5,Graduate,40,"Rs 2,45,65,000 ~ 2 Crore+","Rs 19,00,000 ~ 19 Lacs+",KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1264,24565000,1900000,0,0,Killiyoor
Peter H,Naam Tamilar Katchi,0,Graduate,39,,,KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1270,,,0,0,Killiyoor
Ramesh Raja Kumar C,IND,0,8th Pass,42,"Rs 7,72,000 ~ 7 Lacs+",Rs 0 ~,KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2912,772000,0,0,0,Killiyoor
Seema A,Amma Makkal Munnettra Kazagam,0,12th Pass,42,,,KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1265,,,0,0,Killiyoor
Shaju Singh M R,IND,1,10th Pass,45,"Rs 42,70,000 ~ 42 Lacs+","Rs 2,46,000 ~ 2 Lacs+",KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2914,4270000,246000,0,0,Killiyoor
Sivakumar V,BSP,0,8th Pass,42,"Rs 6,39,500 ~ 6 Lacs+",Rs 0 ~,KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1269,639500,0,0,0,Killiyoor
Sivan Raj K,IND,1,8th Pass,33,,,KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1262,,,0,0,Killiyoor
Thankappan C,Tamilnadu Mahatma Gandhi Makkal Katchi,0,12th Pass,72,"Rs 3,75,20,000 ~ 3 Crore+",Rs 0 ~,KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2909,37520000,0,0,0,Killiyoor
Vijikumar K,National Democratic Party of South India,0,12th Pass,34,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,KILLIYOOR,KANNIYAKUMARI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2910,10000,0,0,0,Killiyoor
Elango. R,DMK,3,Graduate Professional,50,"Rs 3,83,29,734 ~ 3 Crore+","Rs 29,30,981 ~ 29 Lacs+",ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=817,38329734,2930981,1,0,Aravakurichi
Anitha Parveen. M,Naam Tamilar Katchi,0,12th Pass,38,"Rs 6,01,000 ~ 6 Lacs+","Rs 2,50,000 ~ 2 Lacs+",ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=360,601000,250000,0,0,Aravakurichi
Annamalai. K,BJP,10,Post Graduate,36,"Rs 2,90,87,197 ~ 2 Crore+","Rs 25,00,000 ~ 25 Lacs+",ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2915,29087197,2500000,0,0,Aravakurichi
Arivalagan. T,IND,0,10th Pass,29,,,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=816,,,0,0,Aravakurichi
Arumugam. R,IND,0,Post Graduate,49,"Rs 6,05,150 ~ 6 Lacs+","Rs 4,50,000 ~ 4 Lacs+",ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2919,605150,450000,0,0,Aravakurichi
Baskaran. N,IND,0,Graduate Professional,27,"Rs 2,51,000 ~ 2 Lacs+",Rs 0 ~,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2932,251000,0,0,0,Aravakurichi
Boopathy. S,IND,0,Graduate Professional,28,,,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=814,,,0,0,Aravakurichi
Chithambaram. A,IND,0,8th Pass,42,"Rs 14,20,000 ~ 14 Lacs+","Rs 3,00,000 ~ 3 Lacs+",ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=813,1420000,300000,0,0,Aravakurichi
Karthikeyan. R,IND,0,Graduate,28,,,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2920,,,0,0,Aravakurichi
Kirubananth. S,IND,0,Graduate Professional,32,"Rs 4,65,000 ~ 4 Lacs+",Rs 0 ~,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2922,465000,0,0,0,Aravakurichi
Maheshmani. T,IND,0,12th Pass,35,"Rs 14,95,000 ~ 14 Lacs+","Rs 18,50,000 ~ 18 Lacs+",ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2936,1495000,1850000,0,0,Aravakurichi
Manojpandiyan. J. M,IND,0,Graduate Professional,31,,,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2938,,,0,0,Aravakurichi
Mathiyalagan. P,IND,0,Graduate,29,"Rs 2,95,000 ~ 2 Lacs+",Rs 0 ~,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2937,295000,0,0,0,Aravakurichi
Mohammed Haneef Shahil. K. S,Makkal Needhi Maiam,0,Post Graduate,32,"Rs 48,86,601 ~ 48 Lacs+","Rs 2,89,458 ~ 2 Lacs+",ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=818,4886601,289458,0,0,Aravakurichi
Mohanraj. C,Samaniya Makkal Nala Katchi,0,Graduate,37,,,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2917,,,0,0,Aravakurichi
Murugesan. M. S,IND,0,Graduate Professional,51,"Rs 6,94,672 ~ 6 Lacs+",Rs 0 ~,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2939,694672,0,0,0,Aravakurichi
Periyasamy. M. R,IND,0,Graduate,53,"Rs 23,10,000 ~ 23 Lacs+","Rs 3,10,000 ~ 3 Lacs+",ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2935,2310000,310000,0,0,Aravakurichi
Pitchaimuthu. T,IND,0,Graduate Professional,46,,,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=812,,,0,0,Aravakurichi
Prabakaran. T,IND,1,Graduate Professional,33,"Rs 3,15,000 ~ 3 Lacs+",Rs 0 ~,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=815,315000,0,0,0,Aravakurichi
Prabhu. G,IND,0,Graduate Professional,39,"Rs 32,10,000 ~ 32 Lacs+","Rs 4,50,000 ~ 4 Lacs+",ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2934,3210000,450000,0,0,Aravakurichi
Prakash. P,IND,0,Graduate Professional,41,,,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2933,,,0,0,Aravakurichi
Ragunath. P,IND,0,Graduate Professional,27,"Rs 10,50,000 ~ 10 Lacs+",Rs 0 ~,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2940,1050000,0,0,0,Aravakurichi
Rajendiran. M,IND,0,Post Graduate,33,"Rs 86,09,705 ~ 86 Lacs+","Rs 17,41,441 ~ 17 Lacs+",ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2943,8609705,1741441,0,0,Aravakurichi
Rajkumar. R,Tamil Nadu Ilangyar Katchi,0,Graduate Professional,39,,,ARAVAKURICHI,KARUR,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2918,,,0,0,Aravakurichi
